,Winery,Wine,Name,Year,Rating,Number_of_reviews,Region,Country,Description,Food_1,Food_2,Flavour_1,Flavour_2,Grape_1,Grape_2,Price
0,Astrale,Rosso,Astrale Rosso,N.V.,4.1,18785,Vino d'Italia,Italien,"Perhaps the greatest wines in the Chianti area are the Brunello wines, which are also made from Sangiovese. These wines are much bolder, richer, and more similar to the best of California Cabs.

While the red wines in Chianti are the most recognizable in Central Italy, the “Super Tuscan” wines get the most attention from critics.

The wines of Central Italy are big in flavor and popularity. This area is known for blending the most famous Italian grape Sangiovese with Cabernet Sauvignon, the most famous grape from France.

The cult-following “Super Tuscans” and the robust Brunello wines also come from this area, as well as the very fine Vino Nobile di Montepulciano.

Sangiovese is the most famous grape from Italy, and its home in Chianti is the focus of Central Italy. This classic style is much less fruity than the red wines of California and a little bit lighter than Cabernet Sauvignon.

The quality of Central Italy's less expensive wines is getting better all the time and some especially great values can be found in the wines of Chianti Classico.",Beef,Pasta,black_fruit,oak,Sangiovese,Montepulciano,59.0
0,Piazza del Castello,Rosso Toscana,Piazza del Castello Rosso Toscana 2019,2019,3.6,41,Toscana,Italien,,Beef,Lamb,oak,black_fruit,Cabernet Sauvignon,Merlot,59.0
0,Crudo,Catarratto - Zibibbo,Crudo Catarratto - Zibibbo 2019,2019,3.9,2266,Terre Siciliane,Italien,"Italy is responsible for some of the finest wines in the world, and while Northern Italy receives the majority of the plaudits, there is some excellent wine emerging from the sparsely populated southern regions.

Fiano and Greco are the two big white varietals in Campania and Basilicata, while Sicily has become known for their Bianco d'Alcamo, a dry wine made from the Marsala grape.

Southern Italy's reputation has taken a beating in recent years as they have become known for producing bulk wine that they can't sell, and the reputation seems to endure despite some lovely wine coming from Sicily, Campania and Basilicata.

Fiano tends to be a wonderfully creamy white wine with lots of green apple skin and pear. Greco, arguably Campania's flagship white grape, is a lot crisper, and typically has an abundance of minerality, lemon notes and pear.

The white wine of Southern Italy pairs extremely well with the creamy regional cuisine, as well as with some freshly caught fish or shellfish.",Shellfish,Vegetarian,tree_fruit,citrus_fruit,Malvasia,Fiano,59.0
0,Marosso,Appassimento,Marosso Appassimento 2018,2018,3.6,148,Puglia,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,black_fruit,red_fruit,Primitivo,Aglianico,59.0
0,Crudo,Nero d'Avola - Cabernet Sauvignon,Crudo Nero d'Avola - Cabernet Sauvignon 2017,2017,3.7,257,Terre Siciliane,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,black_fruit,oak,Primitivo,Aglianico,59.0
0,Inycon,Organic Grillo,Inycon Organic Grillo 2018,2018,3.3,148,Terre Siciliane,Italien,"Italy is responsible for some of the finest wines in the world, and while Northern Italy receives the majority of the plaudits, there is some excellent wine emerging from the sparsely populated southern regions.

Fiano and Greco are the two big white varietals in Campania and Basilicata, while Sicily has become known for their Bianco d'Alcamo, a dry wine made from the Marsala grape.

Southern Italy's reputation has taken a beating in recent years as they have become known for producing bulk wine that they can't sell, and the reputation seems to endure despite some lovely wine coming from Sicily, Campania and Basilicata.

Fiano tends to be a wonderfully creamy white wine with lots of green apple skin and pear. Greco, arguably Campania's flagship white grape, is a lot crisper, and typically has an abundance of minerality, lemon notes and pear.

The white wine of Southern Italy pairs extremely well with the creamy regional cuisine, as well as with some freshly caught fish or shellfish.",Shellfish,Vegetarian,citrus_fruit,tree_fruit,Malvasia,Fiano,59.95
0,Boccantino,Primitivo - Susumaniello,Boccantino Primitivo - Susumaniello 2020,2020,3.9,30,Salento,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,oak,red_fruit,Primitivo,Aglianico,64.0
0,Ponte Lungo,Curioso,Ponte Lungo Curioso 2018,2018,3.9,910,Toscana,Italien,,Beef,Lamb,red_fruit,black_fruit,Cabernet Sauvignon,Merlot,65.0
0,No Bull,Zinfandel,No Bull Zinfandel 2019,2019,3.9,27,Puglia,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,oak,red_fruit,Primitivo,Aglianico,68.0
0,Zeni,Valpolicella Ripasso Superiore,Zeni Valpolicella Ripasso Superiore 2019,2019,3.5,32,Valpolicella Ripasso,Italien,"The wines retain the vibrancy, freshness and value of traditional Valpolicella, while imparting additional flavor and body.

Their medium body and complex flavor profile make these wines a great pairing with a wide range of foods such as grilled meats, hearty pasta and strong cheeses.

Ripasso della Valpolicella is a red wine from the Veneto region of Italy. The wine is produced by putting Valpolicella Classico under a second fermentation by adding the skins remaining from Amarone and Recioto production.

This winemaking process imparts additional complexity, tannin, body, and slightly higher alcohol to the wine. Both the body and price point of this wine are somewhere between a Valpolicella Classico and a true Amarone.

Ripasso wines are more approachable on both the palette and the wallet! They retail at far more accessible price points than true Amarone- generally in the $15-$25 price range.

Ripasso della Valpolicella is a wine based on the Corvina grape, with the addition of Rondinella and Molinara rounding out the blend.

In 2009, Ripasso della Valpolicella received its own DOC designation, along with its cousin, Amarone. In fact, they are sometimes known as “baby Amarone.”",Beef,Veal,oak,dried_fruit,Corvina,Rondinella,69.0
0,Montedidio,Cavallino,Montedidio Cavallino 2018,2018,3.9,418,Puglia,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,black_fruit,non_oak,Primitivo,Aglianico,69.0
0,Ippolito 1845,Mare Chiaro Bianco,Ippolito 1845 Mare Chiaro Bianco 2017,2017,3.9,170,Cirò,Italien,"Italy is responsible for some of the finest wines in the world, and while Northern Italy receives the majority of the plaudits, there is some excellent wine emerging from the sparsely populated southern regions.

Fiano and Greco are the two big white varietals in Campania and Basilicata, while Sicily has become known for their Bianco d'Alcamo, a dry wine made from the Marsala grape.

Southern Italy's reputation has taken a beating in recent years as they have become known for producing bulk wine that they can't sell, and the reputation seems to endure despite some lovely wine coming from Sicily, Campania and Basilicata.

Fiano tends to be a wonderfully creamy white wine with lots of green apple skin and pear. Greco, arguably Campania's flagship white grape, is a lot crisper, and typically has an abundance of minerality, lemon notes and pear.

The white wine of Southern Italy pairs extremely well with the creamy regional cuisine, as well as with some freshly caught fish or shellfish.",Shellfish,Vegetarian,tree_fruit,citrus_fruit,Malvasia,Fiano,69.0
0,Tinazzi,Collezione di Famiglia Corvina di Verona (Selezione di Famiglia),Tinazzi Collezione di Famiglia Corvina di Verona (Selezione di Famiglia) 2015,2015,4.0,166,Verona,Italien,"The wines of Northern Italy include some of the most well known red wines in the country including Nebbiolo, Barbera, Dolcetto, Amarone and Valpolicella.

Arguably, the two most important regions in Northern Italy are Piedmont in the northwest, and Veneto in the northeast. Red wines from these regions range from some of the most expensive and sought after in all of Italy to great value red wines.

Nebbiolo produces some of the most exclusive and expensive red wines in Italy, including Barolo and Barbaresco. However, these sought after wines come with a hefty price tag.

Dolcetto and Barbera from Piedmont offer relative value. Dolcetto is planted on less desirable vineyard sites, and produces fruit-forward, great value wines that are meant to be consumed within 1-2 years of bottling. Barbera is a high yield variety with low tannins and high acidity.

In Veneto, Valpolicella reigns supreme as its own distinct viticultural zone. There are five different tiers within this wine category ranging from inexpensive and light-bodied Valpolicella Classico, to pricey Amarone.

Red wines from Valpolicella are typically based on Corvina, with Rondinella, and Molinara rounding out these blended wines.",Beef,Pasta,oak,red_fruit,Nebbiolo,Barbera,69.0
0,Farnese,Primo Sangiovese - Merlot,Farnese Primo Sangiovese - Merlot 2019,2019,3.8,108,Daunia,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,red_fruit,oak,Primitivo,Aglianico,72.5
0,Campione,Sangiovese di Romagna Riserva,Campione Sangiovese di Romagna Riserva 2016,2016,3.5,197,Sangiovese di Romagna,Italien,"Perhaps the greatest wines in the Chianti area are the Brunello wines, which are also made from Sangiovese. These wines are much bolder, richer, and more similar to the best of California Cabs.

While the red wines in Chianti are the most recognizable in Central Italy, the “Super Tuscan” wines get the most attention from critics.

The wines of Central Italy are big in flavor and popularity. This area is known for blending the most famous Italian grape Sangiovese with Cabernet Sauvignon, the most famous grape from France.

The cult-following “Super Tuscans” and the robust Brunello wines also come from this area, as well as the very fine Vino Nobile di Montepulciano.

Sangiovese is the most famous grape from Italy, and its home in Chianti is the focus of Central Italy. This classic style is much less fruity than the red wines of California and a little bit lighter than Cabernet Sauvignon.

The quality of Central Italy's less expensive wines is getting better all the time and some especially great values can be found in the wines of Chianti Classico.",Beef,Pasta,oak,spices,Sangiovese,Montepulciano,74.0
0,Botter,Armigero Riserva,Botter Armigero Riserva 2016,2016,3.7,136,Emilia-Romagna,Italien,"Perhaps the greatest wines in the Chianti area are the Brunello wines, which are also made from Sangiovese. These wines are much bolder, richer, and more similar to the best of California Cabs.

While the red wines in Chianti are the most recognizable in Central Italy, the “Super Tuscan” wines get the most attention from critics.

The wines of Central Italy are big in flavor and popularity. This area is known for blending the most famous Italian grape Sangiovese with Cabernet Sauvignon, the most famous grape from France.

The cult-following “Super Tuscans” and the robust Brunello wines also come from this area, as well as the very fine Vino Nobile di Montepulciano.

Sangiovese is the most famous grape from Italy, and its home in Chianti is the focus of Central Italy. This classic style is much less fruity than the red wines of California and a little bit lighter than Cabernet Sauvignon.

The quality of Central Italy's less expensive wines is getting better all the time and some especially great values can be found in the wines of Chianti Classico.",Beef,Pasta,oak,red_fruit,Sangiovese,Montepulciano,74.0
0,Alto Passo,Zinfandel,Alto Passo Zinfandel 2019,2019,3.7,28,Puglia,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,black_fruit,red_fruit,Primitivo,Aglianico,74.0
0,Fattoria le Pupille,Pelofino Toscana Rosso,Fattoria le Pupille Pelofino Toscana Rosso 2019,2019,3.5,73,Maremma Toscana,Italien,,Beef,Lamb,red_fruit,black_fruit,Cabernet Sauvignon,Merlot,75.0
